0.250074;1;0.827785;0.159921;0.245122;0.180953;0.171761;0.097224
0.126675;1;0.795107;0.139002;0.243838;0.169373;0.169931;0.0612608
0.137098;1;0.87341;0.179637;0.206962;0.19088;0.169512;0.0608346
0.052329;1;0.793529;0.223842;0.319575;0.226052;0.24847;0.166978
0.319247;1;0.878309;0.161469;0.165805;0.13594;0.145192;0.0675501
0.154997;1;0.800171;0.169416;0.186686;0.148477;0.203139;0.0624713
0.223824;1;0.806955;0.134944;0.199717;0.168259;0.134796;0.0598743
0.0918107;1;0.801699;0.166789;0.26891;0.191164;0.2039;0.0759672
0.215146;1;0.806623;0.143533;0.223118;0.16772;0.154535;0.0719717
0.154197;1;0.864939;0.155187;0.243267;0.176542;0.173436;0.0738682
0.157867;1;0.79909;0.136852;0.227033;0.163251;0.155864;0.0628588
0.305381;1;0.828417;0.130554;0.199183;0.155884;0.134528;0.0731853
0.188947;1;0.80502;0.136828;0.216958;0.151502;0.154343;0.0584518
0.185274;1;0.814024;0.140749;0.227373;0.162594;0.154501;0.0595834
0.221295;1;0.747756;0.121937;0.227914;0.15675;0.13774;0.0715951
0.171599;1;0.893462;0.177921;0.205809;0.182503;0.174627;0.0994871
0.211;1;0.82868;0.154488;0.214114;0.166074;0.171065;0.0794977
0.119699;1;0.830136;0.168244;0.256957;0.189386;0.191354;0.110622
0.186469;1;0.769915;0.122641;0.215582;0.159386;0.130603;0.0714632
0.176836;1;0.81432;0.162622;0.185987;0.19634;0.128111;0.0675229
0.18089;1;0.849437;0.160869;0.219238;0.192667;0.157493;0.0656273
0.278974;1;0.801306;0.13373;0.20312;0.146157;0.137248;0.0659847
0.208614;1;0.790881;0.129482;0.218365;0.147844;0.164936;0.0694844
0.029534;1;0.683929;0.375733;0.229871;0.199049;0.257888;0.160233
0.129023;1;0.868841;0.194731;0.228899;0.191696;0.199811;0.0991242
0.214805;1;0.768751;0.142442;0.273234;0.179702;0.170623;0.0969811
0.212912;1;0.831497;0.143933;0.193365;0.154269;0.141416;0.0612368
0.203146;1;0.914784;0.199737;0.236369;0.206131;0.204929;0.125093
0.277587;1;0.800028;0.139116;0.238398;0.161729;0.162641;0.0825694
0.12264;1;0.765497;0.147159;0.296531;0.195708;0.182727;0.100635
0.168201;1;0.853798;0.173179;0.241145;0.192726;0.184498;0.101721
0.167061;1;0.843701;0.139813;0.208596;0.163835;0.162374;0.0627318
0.111386;1;0.810207;0.217741;0.170631;0.142691;0.17297;0.0588466
0.27127;1;0.811932;0.140638;0.19581;0.15096;0.139564;0.0644567
0.147676;1;0.756356;0.145086;0.277716;0.180258;0.177367;0.104042
0.2965;1;0.810782;0.144747;0.240289;0.17595;0.160808;0.0861448
0.237461;1;0.871176;0.141594;0.192555;0.150498;0.14689;0.0671401
0.20565;1;0.819603;0.148983;0.196806;0.137854;0.182784;0.0633418
0.150085;1;0.842856;0.153284;0.212765;0.162513;0.177815;0.0588195
0.220399;1;0.897785;0.201503;0.251079;0.214243;0.209578;0.127472
0.290798;1;0.821698;0.145834;0.18548;0.143141;0.142854;0.0715345
0.0496842;1;0.848301;0.198635;0.257955;0.20501;0.224711;0.103909
0.168155;1;0.770557;0.155401;0.284328;0.185845;0.1925;0.117378
0.124061;1;0.81796;0.154209;0.241756;0.204685;0.166514;0.0840422
0.151031;1;0.822654;0.150777;0.22418;0.189562;0.152309;0.0643978
0.180026;1;0.823847;0.146457;0.223769;0.162252;0.162054;0.0842644
0.245688;1;0.830827;0.134257;0.182994;0.14049;0.128952;0.0595202
0.162441;1;0.897107;0.179443;0.205119;0.18017;0.176054;0.0909678
0.253597;1;0.8361;0.143809;0.199927;0.168768;0.1392;0.0610449
0.206002;1;0.818401;0.149556;0.213615;0.158914;0.156937;0.0580363
0.11326;1;0.823742;0.166296;0.220457;0.16554;0.200501;0.0709842
0.204334;1;0.80947;0.146041;0.238376;0.171273;0.169656;0.0829039
0.0911062;1;0.865725;0.198527;0.255985;0.212753;0.207459;0.105085
0.164335;1;0.845111;0.171851;0.239354;0.178572;0.193344;0.083749
0.212353;1;0.812453;0.13788;0.202522;0.166112;0.133426;0.0629917
0.177591;1;0.832574;0.156367;0.222758;0.1789;0.163159;0.0819992
0.183016;1;0.880564;0.170953;0.172813;0.163975;0.152078;0.0604074
0.103225;1;0.823408;0.171777;0.23512;0.204037;0.15878;0.0677096
0.10243;1;0.82795;0.168726;0.248605;0.179967;0.199767;0.0916975
0.1343;1;0.772936;0.142926;0.258698;0.192817;0.176427;0.0699736
0.135145;1;0.870011;0.167313;0.226197;0.176799;0.190965;0.0529539
0.207081;1;0.837612;0.150775;0.202859;0.164709;0.14766;0.051884
0.183465;1;0.839296;0.152474;0.227358;0.166115;0.169217;0.0708457
0.0849521;1;0.797746;0.168101;0.259992;0.18455;0.193495;0.0901362
0.10051;1;0.759054;0.153832;0.232236;0.22642;0.156719;0.0633661
0.0850845;1;0.858937;0.181224;0.247377;0.213711;0.181982;0.0999183
0.0595022;1;0.837637;0.185158;0.256325;0.207644;0.202453;0.0911866
0.271717;1;0.833368;0.148228;0.18009;0.143721;0.139948;0.0580993
0.134392;1;0.865645;0.171026;0.231058;0.179727;0.188573;0.0901532
0.110701;1;0.861143;0.184666;0.239489;0.202487;0.186629;0.0924258
0.206639;1;0.762181;0.132085;0.254507;0.178508;0.147299;0.0716463
0.256412;1;0.787488;0.120751;0.206163;0.144311;0.133673;0.0615226
0.141383;1;0.827335;0.147002;0.225736;0.170932;0.161084;0.0648948
0.138273;1;0.838993;0.158482;0.226616;0.163955;0.184085;0.0685844
0.0229076;1;0.569449;0.349927;0.234797;0.197509;0.314816;0.169786
0.312263;1;0.788698;0.132356;0.195578;0.134776;0.136111;0.0710578
0.253602;1;0.798501;0.121498;0.195033;0.136523;0.136475;0.0573901
0.162125;1;0.718959;0.112154;0.283827;0.182649;0.144261;0.0659256
0.179447;1;0.781438;0.123541;0.20652;0.16631;0.127073;0.0624664
0.189004;1;0.851465;0.159737;0.218651;0.190771;0.15627;0.0603932
0.279983;1;0.833498;0.146958;0.183281;0.146859;0.142628;0.0587509
0.272358;1;0.878048;0.153494;0.162911;0.143276;0.146065;0.0576737
0.147827;1;0.849069;0.16164;0.2099;0.153498;0.181313;0.066528
0.222754;1;0.832436;0.137219;0.206954;0.148666;0.145361;0.0653475
0.102187;1;0.867678;0.178051;0.228901;0.188864;0.183856;0.0520345
0.0742054;1;0.853657;0.265549;0.296245;0.243575;0.235829;0.189768
0.145223;1;0.823308;0.154103;0.252199;0.19077;0.164544;0.0694628
0.271275;1;0.838442;0.14377;0.194832;0.153169;0.146152;0.072491
0.160656;1;0.846939;0.164259;0.200648;0.194493;0.151355;0.0718198
0.264217;1;0.794446;0.12869;0.199916;0.141884;0.140895;0.0677081
0.261981;1;0.877065;0.152601;0.189855;0.155613;0.153772;0.105722
0.133314;1;0.858784;0.164623;0.22093;0.169489;0.178758;0.0745379
0.0674847;1;0.794797;0.167508;0.285228;0.205331;0.205267;0.0845811
0.246432;1;0.799168;0.139303;0.246037;0.164137;0.16522;0.0877635
0.247617;1;0.830125;0.142709;0.186787;0.14805;0.148767;0.0669065
0.10042;1;0.727635;0.184131;0.218179;0.242452;0.163469;0.111534
0.0815208;1;0.882023;0.194362;0.236548;0.207088;0.193133;0.0947785
0.206104;1;0.827838;0.155322;0.225597;0.175779;0.175828;0.0912586
0.248254;1;0.797826;0.139821;0.244552;0.160306;0.160013;0.0795384
0.166683;1;0.827948;0.155623;0.254516;0.178375;0.176385;0.0954103
0.0702771;1;0.833781;0.185096;0.25628;0.188738;0.222986;0.102469
0.186634;1;0.837086;0.141341;0.246288;0.162308;0.173606;0.0689768
0.141479;1;0.844385;0.173305;0.248924;0.190053;0.195491;0.0771804
0.0921045;1;0.880458;0.219968;0.201506;0.202423;0.194136;0.091404
0.293823;1;0.783247;0.127218;0.208449;0.142682;0.149597;0.0719647
0.156862;1;0.769217;0.151396;0.217903;0.198853;0.154463;0.0728901
0.172778;1;0.853072;0.181398;0.223017;0.17453;0.173753;0.1104
0.128833;1;0.855957;0.170329;0.230896;0.184247;0.184285;0.0869891
0.168636;1;0.829997;0.149757;0.229049;0.169443;0.168881;0.0767382
0.0699703;1;0.848901;0.180891;0.254176;0.214985;0.192224;0.100226
0.117049;1;0.823685;0.178045;0.247958;0.201006;0.205857;0.0933742
0.138705;1;0.793639;0.143994;0.244819;0.199442;0.158195;0.0695161
0.172064;1;0.833913;0.14841;0.233913;0.174853;0.168133;0.0747827
0.140367;1;0.814037;0.155174;0.235278;0.166454;0.188047;0.0700619
0.230851;1;0.783815;0.136035;0.215269;0.150108;0.143582;0.0762338
0.0923108;1;0.856809;0.193812;0.242394;0.193006;0.208151;0.108148
0.19774;1;0.809248;0.143155;0.23107;0.18031;0.149152;0.0775707
0.181231;1;0.889528;0.200244;0.180804;0.170999;0.170021;0.0772284
0.152756;1;0.814069;0.14373;0.245131;0.160102;0.185696;0.0687979
0.120617;1;0.864092;0.172215;0.226929;0.179922;0.181509;0.0689751
0.167196;1;0.861871;0.176156;0.191299;0.160504;0.186786;0.0667711
0.246129;1;0.826817;0.137972;0.191096;0.140277;0.142637;0.0548622
0.193128;1;0.786917;0.133049;0.251631;0.156801;0.164616;0.0594283
0.126664;1;0.883388;0.185934;0.220603;0.191208;0.18299;0.105309
0.258833;1;0.801356;0.130027;0.204646;0.151703;0.146547;0.0680863
0.153501;1;0.863906;0.156344;0.199333;0.159384;0.163745;0.0614199
0.137912;1;0.84247;0.164181;0.248835;0.178407;0.193032;0.0772896
0.198446;1;0.821546;0.157294;0.232273;0.173278;0.174858;0.0725337
0.0548495;1;0.850838;0.190904;0.266412;0.21109;0.194696;0.104441
0.174015;1;0.885451;0.17368;0.186949;0.1692;0.161579;0.0697264
0.110786;1;0.883148;0.179153;0.218607;0.19033;0.176207;0.0523216
0.0501177;1;0.675946;0.257113;0.235592;0.190963;0.312015;0.149351
0.189374;1;0.816691;0.147939;0.247623;0.17283;0.164391;0.0733622
0.0869319;1;0.653204;0.154161;0.224445;0.264087;0.137048;0.0771541
0.298196;1;0.806794;0.137366;0.188209;0.144452;0.139453;0.0638499
0.1794;1;0.861859;0.169629;0.202869;0.171635;0.16529;0.0745748
0.0993013;1;0.85433;0.18089;0.256587;0.192985;0.215202;0.0660942
0.109333;1;0.83223;0.169823;0.259021;0.194993;0.182013;0.084723
0.228106;1;0.778772;0.141174;0.245443;0.176977;0.150439;0.0811914
0.135936;1;0.808196;0.170797;0.242111;0.168698;0.221599;0.0974853
0.098314;1;0.837957;0.167614;0.250461;0.187939;0.193214;0.0807671
0.279739;1;0.817484;0.134403;0.183986;0.14091;0.144042;0.0658037
0.151418;1;0.841869;0.162745;0.244764;0.174731;0.188759;0.0700583
0.159344;1;0.829293;0.152282;0.2338;0.166098;0.173749;0.0712475
0.287118;1;0.773678;0.117858;0.196723;0.130711;0.134698;0.0636496
0.0956512;1;0.860156;0.180577;0.231239;0.197824;0.179613;0.0822746
0.12732;1;0.874454;0.204214;0.184585;0.160959;0.199984;0.0897668
0.114803;1;0.873833;0.202634;0.190358;0.181322;0.179267;0.0801561
0.229606;1;0.819064;0.139944;0.187414;0.126882;0.167886;0.0586077
0.124284;1;0.840739;0.18765;0.260287;0.225182;0.195762;0.0957049
0.256286;1;0.890167;0.193345;0.236167;0.200127;0.201236;0.122263
0.182346;1;0.869761;0.167576;0.216326;0.176003;0.170002;0.0494788
0.321178;1;0.802628;0.13263;0.192698;0.131049;0.142833;0.0653455
0.0896944;1;0.838597;0.181199;0.261727;0.200735;0.195983;0.103554
0.127355;1;0.806088;0.184173;0.280443;0.218405;0.203671;0.122523
0.193064;1;0.849408;0.153293;0.210814;0.165249;0.163499;0.0821648
0.106003;1;0.745868;0.150727;0.239771;0.161582;0.225025;0.0766768
0.209752;1;0.74611;0.125869;0.236679;0.169056;0.141584;0.0785929
0.129279;1;0.868964;0.174575;0.215391;0.186622;0.179291;0.076554
0.114864;1;0.879371;0.18794;0.23867;0.194441;0.186265;0.0765523
0.137925;1;0.863577;0.22267;0.26813;0.259257;0.214099;0.144408
0.143842;1;0.842175;0.153565;0.230494;0.164781;0.1782;0.0691613
0.145929;1;0.86776;0.158086;0.191223;0.169902;0.153289;0.0672905
0.252823;1;0.804857;0.13791;0.203692;0.156421;0.148137;0.0744932
0.137139;1;0.888551;0.171556;0.188154;0.175514;0.160954;0.0639383
0.116646;1;0.845717;0.166849;0.254593;0.18721;0.19426;0.0937776
0.0914778;1;0.797483;0.165312;0.224798;0.172825;0.185597;0.0791649
0.278157;1;0.81055;0.135169;0.193734;0.146704;0.141339;0.0701864
0.164842;1;0.811461;0.154569;0.246141;0.18969;0.172126;0.0762223
0.228724;1;0.842134;0.163918;0.195824;0.163486;0.176167;0.0722
0.15136;1;0.835067;0.160688;0.238454;0.173926;0.181618;0.0769288
0.18164;1;0.893946;0.17859;0.183103;0.169175;0.164437;0.0829363
0.177369;1;0.869321;0.170989;0.199608;0.166521;0.16209;0.073789
0.212286;1;0.804519;0.13469;0.202758;0.138621;0.16601;0.066502
0.106374;1;0.690979;0.174257;0.242069;0.266442;0.191352;0.138754
0.295871;1;0.870738;0.144826;0.165942;0.152831;0.128775;0.0608331
0.0998496;1;0.865454;0.180681;0.235126;0.197358;0.191531;0.0941082
0.230278;1;0.842937;0.151518;0.214843;0.154723;0.160767;0.0699526
0.0650724;1;0.843145;0.18478;0.272371;0.216306;0.198089;0.108497
0.259822;1;0.823803;0.143771;0.199582;0.154761;0.150688;0.0738965
0.105317;1;0.879599;0.183923;0.234375;0.193581;0.194652;0.0690601
0.353614;1;0.859274;0.146218;0.161084;0.142576;0.129723;0.0641651
0.26639;1;0.830666;0.148111;0.23148;0.169033;0.167515;0.0951189
0.181933;1;0.832398;0.146156;0.213108;0.16483;0.158171;0.0826477
0.181504;1;0.775994;0.130211;0.239775;0.176155;0.145049;0.0609902
0.0979416;1;0.832575;0.1714;0.244372;0.19034;0.198648;0.0638216
0.257409;1;0.825007;0.137363;0.20652;0.132483;0.171486;0.0692656
0.126524;1;0.850337;0.173646;0.21562;0.195095;0.172406;0.0624309
0.155978;1;0.879438;0.186268;0.235973;0.189932;0.199553;0.0902035
0.145945;1;0.869082;0.170486;0.217145;0.187963;0.176309;0.0748889
0.239905;1;0.772548;0.11864;0.225903;0.145203;0.143387;0.0642073
0.281304;1;0.845116;0.148206;0.172481;0.135637;0.14154;0.0669596
0.262899;1;0.841724;0.137087;0.18102;0.133492;0.150406;0.0664859
0.217627;1;0.881069;0.157655;0.178318;0.159485;0.149338;0.0592772
0.128636;1;0.843296;0.176535;0.245571;0.190842;0.197602;0.095649
0.112073;1;0.87222;0.179156;0.226623;0.192248;0.184341;0.0834233
0.303442;1;0.866801;0.134881;0.156035;0.140722;0.125288;0.0527541
0.293438;1;0.808647;0.133161;0.180992;0.141584;0.129935;0.061943
0.13792;1;0.83901;0.169206;0.231445;0.18685;0.172511;0.0893309
0.22987;1;0.834047;0.148147;0.211523;0.159055;0.163227;0.0683215
0.27076;1;0.828967;0.14983;0.204375;0.160729;0.159226;0.0831626
0.239273;1;0.834413;0.150286;0.200832;0.163029;0.156618;0.0751092
0.202989;1;0.826723;0.139902;0.21088;0.161884;0.143013;0.0721449
0.160951;1;0.86515;0.155954;0.237408;0.177807;0.170974;0.0659659
0.159338;1;0.828214;0.156336;0.237553;0.201412;0.166201;0.0826691
0.271611;1;0.809659;0.125121;0.179046;0.131061;0.124869;0.0556024
0.144608;1;0.842982;0.172658;0.250115;0.201641;0.182944;0.0997868
0.0869352;1;0.873525;0.188295;0.241638;0.202107;0.196536;0.0827055
0.163663;1;0.908312;0.221985;0.24889;0.233536;0.209748;0.117259
0.138037;1;0.830795;0.154798;0.238843;0.170125;0.185476;0.0892125
0.176324;1;0.801218;0.141021;0.218599;0.204458;0.134075;0.0650142
